"","year","id","age","t","coll","nchild","nchildA","agey","Xt","Xf","Xp","wage","earn","husb","outmarr","outsplit","outn","outh","flag"
"8456","2006",677,27,6,0,0,0,NA,3,3,0,16.3109348381133,NA,0,0,0,0,2,-1
"8457","2007",677,28,7,0,0,0,NA,4,4,0,19.723865877712,60000,0,0,0,0,2,-1
"8458","2008",677,29,8,0,0,0,NA,5,5,0,20.3671397662402,NA,0,0,0,0,2,-1
"8459","2009",677,30,9,0,0,0,NA,6,6,0,19.5462070196964,NA,0,0,0,0,2,-1
"8460","2010",677,31,10,0,0,0,NA,7,7,0,20,NA,0,0,0,0,2,-1
"8461","2011",677,32,11,0,0,0,NA,8,8,0,16.7302863692004,NA,0,0,0,0,2,-1
"8462","2012",677,33,12,0,0,0,NA,9,9,0,17.0479427439895,NA,0,0,0,0,2,-1
"8463","2013",677,34,13,0,0,0,NA,10,10,0,13.5005106587845,NA,0,0,0,0,2,-1
"8464","2014",677,35,14,0,0,0,NA,11,11,0,33.4264853661303,NA,0,0,0,0,1,-1
"8465","2015",677,36,15,0,0,0,NA,12,11,1,13.8000227831759,16560.0273398111,0,0,0,0,2,-1
"8466","2016",677,37,16,0,0,0,NA,13,12,1,13.1011492857973,22713.5041894611,0,0,0,0,2,-1
"8467","2017",677,38,17,0,0,0,NA,14,13,1,NA,NA,0,0,0,1,0,-1
"8468","2018",677,39,18,0,1,1,0,14,13,1,NA,NA,0,0,0,0,0,-1
"8469","2001",678,22,1,0,1,1,0,0,0,0,NA,48019.1078486731,0,1,0,0,0,-1
"8470","2002",678,23,2,0,1,1,1,0,0,0,2.54540066261567,36847.7065036131,1,0,0,0,1,-1
"8471","2003",678,24,3,0,1,1,2,1,0,1,8.05086247637051,56884.1739130435,1,0,0,1,1,-1
"8472","2004",678,25,4,0,2,2,0,2,0,2,NA,69260.772895712,1,0,0,0,0,-1
"8473","2005",678,26,5,0,2,2,1,2,0,2,NA,84855.3814644137,1,0,0,0,0,-1
"8474","2006",678,27,6,0,2,2,2,2,0,2,9.61566426023604,95183.1746031746,1,0,0,0,0,-1
"8475","2007",678,28,7,0,2,2,3,2,0,2,NA,90000,1,0,0,0,0,-1
"8476","2008",678,29,8,0,2,2,4,2,0,2,NA,89631.616837666,1,0,0,0,0,-1
"8477","2009",678,30,9,0,2,2,5,2,0,2,NA,89443.4433221309,1,0,0,1,0,-1
"8478","2010",678,31,10,0,3,3,0,2,0,2,NA,107000,1,0,0,0,0,-1
"8479","2011",678,32,11,0,3,3,1,2,0,2,NA,95001.2581188678,1,0,0,0,0,-1
"8480","2012",678,33,12,0,3,3,2,2,0,2,NA,85477.1466153297,1,0,0,0,0,-1
"8481","2013",678,34,13,0,3,3,3,2,0,2,NA,89859.3989448697,1,0,0,0,0,-1
"8482","2014",678,35,14,0,3,3,4,2,0,2,NA,104083.569883752,1,0,0,0,0,-1
"8483","2015",678,36,15,0,3,3,5,2,0,2,NA,NA,1,0,0,0,0,-1
"8484","2016",678,37,16,0,3,3,6,2,0,2,8.84009541464159,NA,1,0,1,0,2,-1
"8485","2005",679,26,5,1,1,1,6,3,3,0,28.6286712093164,58058.9452124936,0,0,0,0,2,-1
"8486","2006",679,27,6,1,1,1,7,4,4,0,34.4173703048343,72469.0079365079,0,1,0,0,2,-1
"8487","2007",679,28,7,1,1,1,8,5,5,0,40.8653846153846,NA,1,0,0,0,1,-1
"8488","2008",679,29,8,1,1,1,9,6,5,1,42.6079332543188,60767.1978560447,1,0,0,0,1,-1
"8489","2009",679,30,9,1,1,1,10,7,5,2,37.1377933374232,49803.7354861865,1,0,0,0,2,-1
"8490","2010",679,31,10,1,1,1,11,8,6,2,47,55000,1,0,0,1,2,-1
"8491","2011",679,32,11,1,2,2,0,9,7,2,43.6622736748081,58164.0355829803,1,0,0,0,2,-1
"8492","2012",679,33,12,1,2,2,1,10,8,2,43.6123379562512,59359.1295939789,1,0,0,0,2,-1
"8493","2001",680,22,1,1,0,0,NA,0,0,0,NA,NA,0,0,0,0,1,-1
"8494","2002",680,23,2,1,0,0,NA,1,0,1,19.187473392794,12605.7943301834,0,0,0,0,1,-1
"8495","2003",680,24,3,1,0,0,NA,2,0,2,17.3227806856187,35315.5913043478,0,1,0,0,2,-1
"8496","2004",680,25,4,1,0,0,NA,3,1,2,28.9394592559798,42271.004044468,1,0,0,1,1,-1
"8497","2005",680,26,5,1,1,1,0,4,1,3,NA,45777.2452636969,1,0,0,1,0,-1
"8498","2006",680,27,6,1,2,2,0,4,1,3,11.6274900793651,24312.8113492064,1,0,0,0,1,-1
"8499","2007",680,28,7,1,2,2,1,5,1,4,14.2307692307692,17600,1,0,0,0,2,-1
"8500","2008",680,29,8,1,2,2,2,6,2,4,14.9791142328803,24306.8791424179,1,0,0,0,2,-1
"8501","2009",680,30,9,1,2,2,3,7,3,4,17.0230088735316,5317.81926660669,1,0,0,0,2,-1
"8502","2010",680,31,10,1,2,2,4,8,4,4,20.1000003814697,17471,1,0,0,1,2,-1
"8503","2011",680,32,11,1,3,3,0,9,5,4,13.9954103568363,21905.5452011434,1,0,0,0,2,-1
"8504","2012",680,33,12,1,3,3,1,10,6,4,15.7372921481162,NA,1,0,0,0,2,-1
"8505","2013",680,34,13,1,3,3,2,11,7,4,21.2088022260372,NA,1,0,0,0,2,-1
"8506","2014",680,35,14,1,3,3,3,12,8,4,23.0457607622758,37573.2476344958,1,0,0,0,2,-1
"8507","2015",680,36,15,1,3,3,4,13,9,4,19.6188358085606,81880.135180177,1,0,0,0,2,-1
"8508","2016",680,37,16,1,3,3,5,14,10,4,23.5402756033253,122652.92262309,1,0,0,0,2,-1
"8509","2017",680,38,17,1,3,3,6,15,11,4,19.6373300110464,NA,1,0,1,0,2,-1
"8510","2018",680,39,18,1,3,3,7,16,12,4,19.4256349006594,NA,0,0,0,0,2,-1
"8511","2005",681,26,5,0,0,0,NA,4,4,0,23.0051822217721,NA,0,0,0,0,1,-1
"8512","2006",681,27,6,0,0,0,NA,5,4,1,11.8221832665943,NA,0,0,0,0,1,-1
"8513","2007",681,28,7,0,0,0,NA,6,4,2,26.7094017094017,NA,0,0,0,0,2,-1
"8514","2008",681,29,8,0,0,0,NA,7,5,2,27.0515299850154,NA,0,0,0,0,2,-1
"8515","2009",681,30,9,0,0,0,NA,8,6,2,14.1710000892799,60984.1659014529,0,0,0,0,2,-1
"8516","2010",681,31,10,0,0,0,NA,9,7,2,16.0300006866455,60000,0,0,0,0,1,-1
"8517","2011",681,32,11,0,0,0,NA,10,7,3,26.6318844244415,54286.4332107816,0,0,0,0,2,-1
"8518","2012",681,33,12,0,0,0,NA,11,8,3,21.7966731115078,56035.0183367161,0,1,0,0,2,-1
"8519","2013",681,34,13,0,0,0,NA,12,9,3,22.2008397500012,121684.602737844,1,0,0,0,1,-1
"8520","2014",681,35,14,0,0,0,NA,13,9,4,31.3540249038432,118821.066504461,1,0,0,1,1,-1
"8521","2015",681,36,15,0,1,1,0,14,9,5,NA,101200.167076623,1,0,0,0,0,-1
"8522","2016",681,37,16,0,1,1,1,14,9,5,NA,99939.418433629,1,0,0,1,0,-1
"8523","2017",681,38,17,0,2,2,0,14,9,5,NA,71167.1018276762,1,0,0,0,0,-1
"8524","2018",681,39,18,0,2,2,1,14,9,5,NA,137203.853337422,1,0,0,0,0,-1
"8525","2005",682,26,5,0,0,0,NA,2,1,1,13.419689629367,89321.4541730671,0,0,0,0,2,-1
"8526","2006",682,27,6,0,0,0,NA,3,2,1,17.7278656096686,77011.8412698413,0,1,0,0,1,-1
"8527","2007",682,28,7,0,0,0,NA,4,2,2,11.5384615384615,70000,1,0,0,1,1,-1
"8528","2008",682,29,8,0,1,1,0,5,2,3,24.3068791424179,65831.1310107151,1,0,0,0,1,-1
"8529","2009",682,30,9,0,1,1,1,6,2,4,8.14425292487352,68098.9852566224,1,0,0,1,1,-1
"8530","2010",682,31,10,0,2,2,0,7,2,5,11.2200002670288,70000,1,0,0,0,1,-1
"8531","2011",682,32,11,0,2,2,1,8,2,6,12.428212731406,72705.0444787254,1,0,0,0,1,-1
"8532","2012",682,33,12,0,2,2,2,9,2,7,12.1757443724775,64582.7329982491,1,0,0,0,1,-1
"8533","2013",682,34,13,0,2,2,3,10,2,8,15.0005673986494,56162.1243405435,1,0,0,0,1,-1
"8534","2014",682,35,14,0,2,2,4,11,2,9,14.7651300593369,59871.0800216275,1,0,0,0,1,-1
"8535","2015",682,36,15,0,2,2,5,12,2,10,6.63462633806533,64400.1063214875,1,0,0,0,1,-1
"8536","2016",682,37,16,0,2,2,6,13,2,11,8.74015630813048,69049.0527359619,1,0,0,0,1,-1
"8537","2017",682,38,17,0,2,2,7,14,2,12,6.15869150431814,66719.1579634465,1,0,0,0,1,-1
"8538","2018",682,39,18,0,2,2,8,15,2,13,6.00918149090369,65996.7902129371,1,0,0,0,1,-1
"8539","2001",683,22,1,0,1,1,0,0,0,0,8.4188661579966,28318.961038961,0,0,0,1,2,-1
"8540","2002",683,23,2,0,2,2,0,1,1,0,12.387617444287,37574.963868816,0,0,0,0,2,-1
"8541","2003",683,24,3,0,2,2,1,2,2,0,11.3950668896321,40292.9565217391,0,0,0,0,2,-1
"8542","2004",683,25,4,0,2,2,2,3,3,0,13.7944370482219,43865.1561672843,0,0,0,0,2,-1
"8543","2005",683,26,5,0,2,2,3,4,4,0,10.7357517034936,36845.0998463902,0,0,0,0,2,-1
"8544","2006",683,27,6,0,2,2,4,5,5,0,15.6727747524352,44346.7063492064,0,0,0,0,2,-1
"8545","2007",683,28,7,0,2,2,5,6,6,0,NA,NA,0,0,0,0,2,-1
"8546","2008",683,29,8,0,2,2,6,7,7,0,11.039373890834,50639.331546704,0,0,0,0,2,-1
"8547","2009",683,30,9,0,2,2,7,8,8,0,6.84117245689376,40656.1106009686,0,0,0,0,2,-1
"8548","2010",683,31,10,0,2,2,8,9,9,0,9.5600004196167,36600,0,0,0,0,2,-1
"8549","2011",683,32,11,0,2,2,9,10,10,0,12.1175074131209,29082.0177914901,0,0,0,0,2,-1
"8550","2012",683,33,12,0,2,2,10,11,11,0,20.8279316817748,33241.1125726282,0,0,0,0,2,-1
"8551","2013",683,34,13,0,2,2,11,12,12,0,12.3204660234241,51481.9473121649,0,1,0,0,2,-1
"8552","2014",683,35,14,0,2,2,12,13,13,0,15.4375279210135,140006.217896729,1,0,0,0,2,-1
"8553","2015",683,36,15,0,2,2,13,14,14,0,15.0384863662814,345000.569579397,1,0,0,0,2,-1
"8554","2016",683,37,16,0,2,2,14,15,15,0,24.903085854693,2725.62050273534,1,0,0,0,2,-1
"8555","2017",683,38,17,0,2,2,15,16,16,0,13.685981120707,53375.3263707572,1,0,0,0,2,-1
"8556","2018",683,39,18,0,2,2,16,17,17,0,14.2674642544629,NA,1,0,0,0,2,-1
"8557","2005",684,26,5,1,0,0,NA,4,1,3,18.4754796757798,42427.6907322069,0,1,0,0,2,-1
"8558","2006",684,27,6,1,0,0,NA,5,2,3,23.9580372858047,43265.0793650794,1,0,0,0,2,-1
"8559","2007",684,28,7,1,0,0,NA,6,3,3,19.2307692307692,42000,1,0,0,0,2,-1
"8560","2008",684,29,8,1,0,0,NA,7,4,3,27.952911400128,45575.3983920336,1,0,0,1,2,-1
"8561","2009",684,30,9,1,1,1,0,8,5,3,21.9894828971585,66066.179726574,1,0,0,0,2,-1
"8562","2010",684,31,10,1,1,1,1,9,6,3,29.5900001525879,65000,1,0,0,0,2,-1
"8563","2011",684,32,11,1,1,1,2,10,7,3,21.9047249391032,63011.0385482286,1,0,0,0,2,-1
"8564","2012",684,33,12,1,1,1,3,11,8,3,34.7986955534952,64582.7329982491,1,0,0,1,2,-1
"8565","2013",684,34,13,1,2,2,0,12,9,3,30.0011347972989,74882.832454058,1,0,0,0,1,-1
"8566","2014",684,35,14,1,2,2,1,13,9,4,31.0961163236696,82898.4184914842,1,0,0,0,1,-1
"8567","2015",684,36,15,1,2,2,2,14,9,5,26.8923520902915,88320.1458123257,1,0,0,0,1,-1
"8568","2016",684,37,16,1,2,2,3,15,9,6,26.5566286824213,87219.8560875308,1,0,0,0,1,-1
"8569","2017",684,38,17,1,2,2,4,16,9,7,29.9380837015465,77394.2232375979,1,0,0,0,1,-1
"8570","2018",684,39,18,1,2,2,5,17,9,8,26.8242211762682,78154.093673215,1,0,0,0,1,-1
"8571","2008",685,29,8,0,1,1,4,7,7,0,5.19559553259606,NA,0,0,0,0,1,-1
"8572","2009",685,30,9,0,1,1,5,8,7,1,NA,NA,0,0,0,0,0,-1
"8573","2010",685,31,10,0,1,1,6,8,7,1,NA,NA,0,0,0,0,0,-1
"8574","2011",685,32,11,0,1,1,7,8,7,1,NA,NA,0,0,0,0,0,-1
"8575","2012",685,33,12,0,1,1,8,8,7,1,NA,NA,0,0,0,0,0,-1
"8576","2013",685,34,13,0,1,1,9,8,7,1,NA,NA,0,0,0,0,2,-1
"8577","2014",685,35,14,0,1,1,10,9,8,1,15.8059649851619,NA,0,0,0,0,2,-1
"8578","2015",685,36,15,0,1,1,11,10,9,1,NA,NA,0,0,0,0,0,-1
"8579","2016",685,37,16,0,1,1,12,10,9,1,29.0732853625103,NA,0,0,0,0,1,-1
"8580","2017",685,38,17,0,1,1,13,11,9,2,9.69423662716744,NA,0,0,0,0,1,-1
"8581","2018",685,39,18,0,1,1,14,12,9,3,17.0983794018266,NA,0,0,0,0,1,-1
"8582","2002",686,23,2,0,1,1,7,0,0,0,6.0725992768708,NA,0,0,0,0,2,-1
"8583","2003",686,24,3,0,1,1,8,1,1,0,24.3988491048593,NA,0,0,0,0,1,-1
"8584","2004",686,25,4,0,1,1,9,2,1,1,4.74436309747812,NA,0,0,0,0,2,-1
"8585","2005",686,26,5,0,1,1,10,3,2,1,6.44145102209618,NA,0,0,0,0,2,-1
"8586","2006",686,27,6,0,1,1,11,4,3,1,7.79853059681635,NA,0,0,0,0,2,-1
"8587","2007",686,28,7,0,1,1,12,5,4,1,10.5555555555556,NA,0,0,0,0,2,-1
"8588","2008",686,29,8,0,1,1,13,6,5,1,11.6875576823445,NA,0,0,0,0,2,-1
"8589","2009",686,30,9,0,1,1,14,7,6,1,39.7032330087584,NA,0,0,0,0,1,-1
"8590","2010",686,31,10,0,1,1,15,8,6,2,4.90999984741211,NA,0,0,0,0,2,-1
"8591","2011",686,32,11,0,1,1,16,9,7,2,11.1853914582654,NA,0,0,0,0,2,-1
"8592","2012",686,33,12,0,1,1,17,10,8,2,10.4472068085403,NA,0,0,0,0,2,-1
"8593","2013",686,34,13,0,0,1,NA,11,9,2,7.65028937331122,NA,0,0,0,0,2,-1
"8594","2014",686,35,14,0,0,1,NA,12,10,2,7.82929507975128,NA,0,0,0,0,2,-1
"8595","2015",686,36,15,0,0,1,NA,13,11,2,5.86275477716623,NA,0,0,0,0,2,-1
"8596","2016",686,37,16,0,0,1,NA,14,12,2,6.55057464289865,NA,0,0,0,0,2,-1
"8597","2017",686,38,17,0,0,1,NA,15,13,2,11.5475465705965,NA,0,0,0,0,2,-1
"8598","2018",686,39,18,0,0,1,NA,16,14,2,9.18744783444367,NA,0,0,0,1,2,-1
"8599","2003",687,24,3,0,2,2,1,1,1,0,3.75581404682274,NA,0,0,0,0,1,-1
"8600","2004",687,25,4,0,2,2,2,2,1,1,12.7786122469804,NA,0,0,0,0,1,-1
"8601","2005",687,26,5,0,2,2,3,3,1,2,22.0977555896911,NA,0,0,0,0,1,-1
"8602","2006",687,27,6,0,2,2,4,4,1,3,11.2705532571248,NA,0,0,0,0,1,-1
"8603","2007",687,28,7,0,2,2,5,5,1,4,NA,NA,0,0,0,0,0,-1
"8604","2008",687,29,8,0,2,2,6,5,1,4,42.2028170565554,NA,0,0,0,0,0,-1
"8605","2009",687,30,9,0,2,2,7,5,1,4,5.97883979426009,NA,0,0,0,0,1,-1
"8606","2010",687,31,10,0,2,2,8,6,1,5,6.59999990463257,NA,0,0,0,0,1,-1
"8607","2011",687,32,11,0,2,2,9,7,1,6,11.4797438650619,NA,0,0,0,0,1,-1
"8608","2012",687,33,12,0,2,2,10,8,1,7,10.5801715849002,NA,0,0,0,0,2,-1
"8609","2013",687,34,13,0,2,2,11,9,2,7,10.1253829940884,NA,0,0,0,0,1,-1
"8610","2014",687,35,14,0,2,2,12,10,2,8,10.1596614869423,NA,0,0,0,0,1,-1
"8611","2015",687,36,15,0,2,2,13,11,2,9,9.73078529582915,NA,0,0,0,0,2,-1
"8612","2016",687,37,16,0,2,2,14,12,3,9,10.0211978057839,NA,0,0,0,0,2,-1
"8613","2017",687,38,17,0,2,2,15,13,4,9,10.6921727505523,NA,0,0,0,0,2,-1
"8614","2018",687,39,18,0,1,2,16,14,5,9,11.4018139874815,NA,0,0,0,0,2,-1
"8615","2005",688,26,5,0,0,0,NA,3,3,0,5.58259088581669,NA,0,0,0,0,0,-1
"8616","2006",688,27,6,0,0,0,NA,3,3,0,8.25281401267127,NA,0,0,0,0,1,-1
"8617","2007",688,28,7,0,0,0,NA,4,3,1,NA,NA,0,0,0,0,1,-1
"8618","2008",688,29,8,0,0,0,NA,5,3,2,7.04899498993593,NA,0,0,0,0,1,-1
"8619","2009",688,30,9,0,0,0,NA,6,3,3,8.69415288236098,NA,0,0,0,0,0,-1
"8620","2010",688,31,10,0,0,0,NA,6,3,3,NA,NA,0,0,0,0,0,-1
"8621","2011",688,32,11,0,0,0,NA,6,3,3,2.40844867838428,NA,0,0,0,0,1,-1
"8622","2012",688,33,12,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8623","2013",688,34,13,0,0,0,NA,7,3,4,6.35166882422814,NA,0,0,0,0,1,-1
"8624","2014",688,35,14,0,0,0,NA,8,3,5,NA,NA,0,0,0,0,1,-1
"8625","2015",688,36,15,0,0,0,NA,9,3,6,9.43591301413736,NA,0,0,0,0,1,-1
"8626","2016",688,37,16,0,0,0,NA,10,3,7,9.32162232730319,NA,0,0,0,0,1,-1
"8627","2017",688,38,17,0,0,0,NA,11,3,8,9.78547650130548,NA,0,0,0,0,1,-1
"8628","2018",688,39,18,0,0,0,NA,12,3,9,NA,NA,0,0,0,0,0,-1
"8629","2001",689,22,1,0,0,0,NA,0,0,0,12.4967544532762,NA,0,0,0,0,2,-1
"8630","2002",689,23,2,0,0,0,NA,1,1,0,13.4421404851179,NA,0,0,0,0,2,-1
"8631","2003",689,24,3,0,0,0,NA,2,2,0,12.5345735785953,NA,0,0,0,0,2,-1
"8632","2004",689,25,4,0,0,0,NA,3,3,0,7.04151180097702,NA,0,0,0,0,1,-1
"8633","2005",689,26,5,0,0,0,NA,4,3,1,21.1753447393047,NA,0,0,0,0,1,-1
"8634","2006",689,27,6,0,0,0,NA,5,3,2,6.76016865079365,NA,0,0,0,0,0,-1
"8635","2007",689,28,7,0,0,0,NA,5,3,2,NA,NA,0,0,0,0,0,-1
"8636","2008",689,29,8,0,0,0,NA,5,3,2,NA,NA,0,0,0,0,0,-1
"8637","2009",689,30,9,0,0,0,NA,5,3,2,NA,NA,0,0,0,0,0,-1
"8638","2010",689,31,10,0,0,0,NA,5,3,2,5.76999998092651,NA,0,0,0,0,1,-1
"8639","2011",689,32,11,0,0,0,NA,6,3,3,14.8377641793317,NA,0,0,0,0,1,-1
"8640","2012",689,33,12,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8641","2013",689,34,13,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8642","2014",689,35,14,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8643","2015",689,36,15,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8644","2016",689,37,16,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,0,-1
"8645","2017",689,38,17,0,0,0,NA,7,3,4,NA,NA,0,0,0,0,1,-1
"8646","2018",689,39,18,0,0,0,NA,8,3,5,8.35380413547002,NA,0,0,0,0,1,-1
"8647","2001",690,22,1,1,0,0,NA,0,0,0,NA,NA,0,0,0,0,1,-1
"8648","2002",690,23,2,1,0,0,NA,1,0,1,8.15740346947798,31514.4858254586,0,1,0,0,1,-1
"8649","2003",690,24,3,1,0,0,NA,2,0,2,11.9648202341137,35552.6086956522,1,0,0,0,2,-1
"8650","2004",690,25,4,1,0,0,NA,3,1,2,14.9372395367923,41198.6164107994,1,0,0,1,2,-1
"8651","2005",690,26,5,1,1,1,0,4,2,2,11.809326873843,53592.8725038402,1,0,0,0,2,-1
"8652","2006",690,27,6,1,1,1,1,5,3,2,12.4387103174603,48808.4176587302,1,0,0,1,2,-1
"8653","2007",690,28,7,1,2,2,0,6,4,2,15.3846153846154,35000,1,0,0,0,2,-1
"8654","2008",690,29,8,1,2,2,1,7,5,2,16.5084213115306,30165.8498023715,1,0,0,0,2,-1
"8655","2009",690,30,9,1,2,2,2,8,6,2,17.5915863177268,22360.8608305327,1,0,0,0,2,-1
"8656","2010",690,31,10,1,2,2,3,9,7,2,18.6900005340576,41400,1,0,0,0,2,-1
"8657","2011",690,32,11,1,2,2,4,10,8,2,18.8366652736964,51462.5692832279,1,0,0,0,2,-1
"8658","2012",690,33,12,1,2,2,5,11,9,2,21.264814006068,67766.2818366334,1,0,0,0,2,-1
"8659","2013",690,34,13,1,2,2,6,12,10,2,18.4254969471091,69251.6434535129,1,0,0,0,2,-1
"8660","2014",690,35,14,1,2,2,7,13,11,2,20.0061510301468,68781.7389159232,1,0,0,0,2,-1
"8661","2015",690,36,15,1,2,2,8,14,12,2,19.0192621691206,NA,1,0,0,0,2,-1
"8662","2016",690,37,16,1,2,2,9,15,13,2,20.8600814158077,NA,1,0,1,0,2,-1
"8663","2017",690,38,17,1,2,2,10,16,14,2,19.2459109509942,64939.9804177546,0,0,0,0,2,-1
"8664","2018",690,39,18,1,2,2,11,17,15,2,20.2332258106563,63391.6537571633,0,1,0,0,2,-1
"8665","2005",691,26,5,1,0,0,NA,4,2,2,9.66217653314428,NA,0,0,0,0,2,-1
"8666","2006",691,27,6,1,0,0,NA,5,3,2,11.313818295229,NA,0,0,0,0,2,-1
"8667","2007",691,28,7,1,0,0,NA,6,4,2,12.86875,NA,0,0,0,0,2,-1
"8668","2008",691,29,8,1,0,0,NA,7,5,2,12.0420333895189,NA,0,0,0,0,2,-1
"8669","2009",691,30,9,1,0,0,NA,8,6,2,13.4828938217498,20328.0553004843,0,0,0,0,2,-1
"8670","2010",691,31,10,1,0,0,NA,9,7,2,9.36999988555908,5207,0,0,0,0,2,-1
"8671","2011",691,32,11,1,0,0,NA,10,8,2,7.45692763884363,9694.00593049671,0,0,0,0,1,-1
"8672","2012",691,33,12,1,0,0,NA,11,8,3,7.10410064792237,15195.9371760586,0,1,0,0,1,-1
"8673","2013",691,34,13,1,0,0,NA,12,8,4,6.80025722072108,15912.6018964873,1,0,0,0,2,-1
"8674","2014",691,35,14,1,0,0,NA,13,9,4,13.4663874317614,15658.5901595026,1,0,0,1,2,-1
"8675","2015",691,36,15,1,1,1,0,14,10,4,16.5865658451633,8280.01366990553,1,0,0,0,1,-1
"8676","2016",691,37,16,1,1,1,1,15,10,5,19.4609304588464,8176.86150820601,1,0,0,0,1,-1
"8677","2017",691,38,17,1,1,1,2,16,10,6,21.3843455011046,8895.88772845953,1,0,0,0,2,-1
"8678","2018",691,39,18,1,1,1,3,17,11,6,24.8095825821446,4949.75926597028,1,0,0,0,2,-1
"8679","2007",693,28,7,0,0,0,NA,6,6,0,7.69230769230769,30000,1,0,0,1,2,-1
"8680","2008",693,29,8,0,1,1,0,7,7,0,8.18331590067787,30383.5989280224,1,0,0,0,1,-1
"8681","2009",693,30,9,0,1,1,1,8,7,1,NA,NA,1,0,0,0,2,-1
"8682","2010",693,31,10,0,1,1,2,9,8,1,8.18000030517578,NA,1,0,0,0,2,-1
"8683","2011",693,32,11,0,1,1,3,10,9,1,11.6514494356932,29082.0177914901,1,0,0,0,2,-1
"8684","2012",693,33,12,0,1,1,4,11,10,1,16.8389974484607,28492.3822051099,1,0,0,1,2,-1
"8685","2013",693,34,13,0,2,2,0,12,11,1,8.1003063952707,19656.7435191902,1,0,0,0,2,-1
"8686","2014",693,35,14,0,2,2,1,13,12,1,8.99908429566317,24869.5255474453,1,0,0,0,2,-1
"8687","2015",693,36,15,0,2,2,2,14,13,1,NA,23000.0379719598,1,0,0,0,2,-1
"8688","2016",693,37,16,0,2,2,3,15,14,1,9.12174324782954,31420.0446153654,1,0,0,1,2,-1
"8689","2017",693,38,17,0,3,3,0,16,15,1,11.5475465705965,24908.4856396867,1,0,0,0,2,-1
"8690","2018",693,39,18,0,3,3,1,17,16,1,11.4973353593924,25182.9857391471,1,0,0,0,2,-1
"8691","2001",694,22,1,1,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"8692","2002",694,23,2,1,0,0,NA,0,0,0,7.40590433081499,NA,0,0,0,0,1,-1
"8693","2003",694,24,3,1,0,0,NA,1,0,1,18.7448850334448,NA,0,0,0,0,2,-1
"8694","2004",694,25,4,1,0,0,NA,2,1,1,16.8419114519466,NA,0,0,0,0,2,-1
"8695","2005",694,26,5,1,0,0,NA,3,2,1,20.3979282366379,NA,0,0,0,0,2,-1
"8696","2006",694,27,6,1,0,0,NA,4,3,1,20.8862164858409,NA,0,0,0,0,2,-1
"8697","2007",694,28,7,1,0,0,NA,5,4,1,36.0576923076923,107000,0,0,0,0,2,-1
"8698","2008",694,29,8,1,0,0,NA,6,5,1,41.6862975747077,116470.462557419,0,0,0,0,2,-1
"8699","2009",694,30,9,1,0,0,NA,7,6,1,36.6491381619308,111804.304152664,0,1,0,0,2,-1
"8700","2010",694,31,10,1,0,0,NA,8,7,1,38.3400001525879,85000,1,0,0,1,2,-1
"8701","2011",694,32,11,1,1,1,0,9,8,1,NA,111481.068200712,1,0,0,0,0,-1
"8702","2012",694,33,12,1,1,1,1,9,8,1,NA,109220.798452921,1,0,0,1,0,-1
"8703","2001",695,22,1,1,0,0,NA,0,0,0,11.8390305346827,NA,0,0,0,0,1,-1
"8704","2002",695,23,2,1,0,0,NA,1,0,1,8.15740346947798,NA,0,0,0,0,1,-1
"8705","2003",695,24,3,1,0,0,NA,2,0,2,9.11605351170569,NA,0,0,0,0,1,-1
"8706","2004",695,25,4,1,0,0,NA,3,0,3,9.69650776505155,NA,0,0,0,0,1,-1
"8707","2005",695,26,5,1,0,0,NA,4,0,4,24.3343705279189,NA,0,0,0,0,1,-1
"8708","2006",695,27,6,1,0,0,NA,5,0,5,30.9345321586397,NA,0,0,0,0,1,-1
"8709","2007",695,28,7,1,0,0,NA,6,0,6,15.3846153846154,NA,0,0,0,0,2,-1
"8710","2008",695,29,8,1,0,0,NA,7,1,6,19.911385009625,NA,0,0,0,0,2,-1
"8711","2009",695,30,9,1,0,0,NA,8,2,6,19.1552828793025,50820.1382512108,0,0,0,0,2,-1
"8712","2010",695,31,10,1,0,0,NA,9,3,6,14.3999996185303,35000,0,1,0,0,2,-1
"8713","2011",695,32,11,1,0,0,NA,10,4,6,28.6993596626547,44592.4272802849,1,0,0,0,1,-1
"8714","2012",695,33,12,1,0,0,NA,11,4,7,14.6070947191761,43688.3193811685,1,0,0,0,2,-1
"8715","2013",695,34,13,1,0,0,NA,12,5,7,18.0006808783793,56162.1243405435,1,0,0,0,2,-1
"8716","2014",695,35,14,1,0,0,NA,13,6,7,8.86091973779008,46054.6769397134,1,0,0,0,2,-1
"8717","2015",695,36,15,1,0,0,NA,14,7,7,11.2051467042881,80040.1321424202,1,0,0,0,1,-1
"8718","2016",695,37,16,1,0,0,NA,15,7,8,11.0660195183699,83585.695417217,1,0,0,0,1,-1
"8719","2017",695,38,17,1,0,0,NA,16,7,9,17.9628502209279,81842.1671018277,1,0,0,0,2,-1
